track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2VXwsXy85H7wIpapJ2Btyu,Everybody Must Get Stoned - Bonus Track,Cypress Hill,29,4mnWMtvvwK9Ax2RsxBqAkv,Iii (Temples Of Boom),1995-10-31,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.857,0.631,8,-11.829,0,0.303,0.000956,0.00303,0.0748,0.303,81.241,182933
3bbL4PKzyZZC31EwTslTEp,Do You Remember,Ballin Entertainment,0,5L1xcowSxwzFUSJzvyMp48,Ultimate Freestyle Mega Mix,2008-04-20,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.709,0.752,10,-12.614,0,0.0367,0.00182,0.103,0.093,0.962,129.266,127399
5Cl9GDb0AyQnppRr6q7ldb,Broken,From Ashes to New,57,6GZ97OMabP41rOzXqzTROC,The Future,2018-04-20,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.526,0.903,2,-4.59,0,0.0444,0.000954,8.4e-05,0.111,0.45,144.017,200311
4Oiztg8nd9FOrBoSmvSzrB,Livin' Thing,Electric Light Orchestra,14,1UemL2I4XI64YjYv2ScucA,A New World Record,1976,70's Classic Rock,76lrxCrKrGDkDDf3SVPnl3,rock,classic rock,0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,0.368,122.818,212307
2xkrujtSjZz7EKAYGbIIzH,Blah Blah Blah,Armin van Buuren,68,1oqv6oabMXbNpgZ6gmjAIN,Blah Blah Blah,2018-05-18,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,183519
6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),The Chainsmokers,67,1JawI0XkEwmQ5Bwef3RMbq,World War Joy...Takeaway,2019-07-24,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,209893
255FVOOvsT1KAjUeqMfc9y,Despedida (feat. Anna & RNT),MTK,45,6kilqZooI26WaATOq5RdfN,Despedida (feat. Anna & RNT),2019-07-05,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,0.67,0.562,7,-6.036,0,0.035,0.596,0.0,0.0726,0.446,85.887,262587
3x6QCo3LClrqiJF19w8daE,Did You Ever Think - Remix - Radio Edit,R. Kelly,34,5ruZPk2RxBoRzzwYswpXXs,The Essential R. Kelly,2014-05-19,R&B 80's/90's/00's,2Ey63yNQeC9Yto7JwX9BGJ,r&b,new jack swing,0.86,0.604,6,-5.841,0,0.185,0.221,5.12e-05,0.114,0.874,95.094,242533
73WNR9fJWiTwrdKyMlVNf1,Apaga la Luz,Cheka,13,0DYHzTDaiHr8GPWR1VWbGf,The Lost Tape,2016-10-01,VidaLoca - Latin / Raggaeton / Hip Hop ©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.75,0.739,10,-7.066,0,0.122,0.188,0.0154,0.0886,0.932,169.976,231825
1eG4WAXiknUV2e6i32UVmL,You,Kymara,13,7EL0PevW3njBoZnNoQ5iqZ,You,2020-01-17,NEO SOUL GUITAR,0r5ojPhjqGVq21oQR13UJy,r&b,neo soul,0.63,0.378,3,-11.856,0,0.0925,0.407,0.0,0.129,0.39,139.586,202439
4PMLEEYw4mblYsPlDSHKyu,Get Stüpid,bülow,67,1RAujeeZfUbofVGJUJ0qb8,Crystalline,2019-04-05,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.843,0.797,11,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,172800
2mxuLYy8fkb90wBiH9E8qa,Horizon,Ingenia,29,1WGe792GOTJa12Kk0F5prs,Horizon (Radio Edit),2016-07-07,Big Room House / Bigroom,2EnVd4ugXUybVQoQrarICY,edm,big room,0.51,0.717,4,-2.806,0,0.0398,0.00656,0.0,0.0862,0.166,127.945,193042
2plLJpUcYPFrl1sW2pMG63,Lights Up,Harry Styles,74,4Aag1alBrdk2TFnATVmn8D,Lights Up,2019-10-11,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939,172227
16lpdasbawoovaVf0gTbmf,Tentação,Clau,49,5qzUBdGZ67QHpcNioBR2eR,Tentação,2019-09-06,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,0.541,0.59,1,-6.303,1,0.158,0.00325,0.0,0.0415,0.776,192.318,156604
3RbmtLzTMJsbJaXG9wCgwq,Chimera,Cheerleader,29,5uUPVzqcy1WACPeR2lzdoi,Chimera,2019-10-16,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.46,0.966,0,-3.292,1,0.0476,0.00386,2.54e-06,0.451,0.299,119.987,251338
6fx1fKIs5e0pBL5FpdC7RB,MakeDamnSure,Taking Back Sunday,66,5yOQu7Ykcb7rlH6zt5jvL8,Louder Now (Deluxe Edition),2006-04-25,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.553,0.837,6,-5.608,1,0.0452,0.00941,0.0,0.372,0.432,140.495,208280
0rKWOuuXBUi3jBGptuOy9S,Van Gogh's Crows,Shahmen,41,0fU73RZ5v5VlQnOS3ogpQk,Enter the Circle,2015-05-26,Rap Party 24/7 Radio / Gangsta Rap,4sGnz2x5tbHE2YlW1nemfb,rap,gangster rap,0.705,0.6,10,-8.7,0,0.339,0.232,0.0,0.12,0.345,94.087,147988
3aup2Wb74T0uWASlue8sqP,Gbomei Adesai,The Psychedelic Aliens,27,1DIyUBpOICsZ9UuMn8Mmmj,Psycho African Beat,2010-11-22,Afro Psychedelica,37i9dQZF1DWVyizF9BJ61m,rock,classic rock,0.618,0.726,10,-6.502,1,0.0374,0.671,0.418,0.12,0.683,115.918,188587
62Q1gwEGDU9pbOhvmMVq0C,Eine Keine Meine,Sammy Milo,28,5MnJA7Ene73oHQ9QwgGxIn,Eine Keine Meine,2019-08-09,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.63,0.612,0,-6.451,1,0.0311,0.318,0.000247,0.321,0.388,89.01,276089
3NcO4jGK1Opb5ea0mYLpxb,Good Feeling,Flo Rida,59,19JqA8H10co29VVwazL2Gw,Good Feeling,2011-08-29,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133
07PnRpdo0I4sEKahf0Os8l,Homesick,Kazam,53,2nZoK7IgGB5D85Fm3encZL,Homesick,2019-12-18,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.402,0.366,2,-12.369,1,0.0503,0.828,0.945,0.34,0.329,75.863,141509
1Xnn1TPyr5h0hpRAT4B4EA,Bellaquita - Remix,Dalex,87,5dXeJdc2hib8JB3Vqon2zB,Bellaquita (Remix),2019-11-22,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-06,0.179,0.758,165.941,304733
3ekvPNnFzO7okhIkZ8jsGH,sobeautiful,Musiq Soulchild,36,5WaBgP8nHyjlMBvrhKpQYX,Atlantic/Elektra Records Present The Love - EP,2011-02-07,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,0.689,0.562,7,-7.048,0,0.0637,0.0656,0.0,0.0885,0.21,133.987,291133
6aNdjlgzu6bJeRBFFXiVNu,What You Did (feat. Ella Mai),Mahalia,59,5r5yJUmRenfljPMdeQ6kFC,What You Did (feat. Ella Mai),2019-09-04,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,0.734,0.511,0,-4.905,0,0.0592,0.148,0.0,0.29,0.727,124.995,206947
67eX1ovaHyVPUinMHeUtIM,Hurts So Good,John Mellencamp,69,4gouGcdQn9OvjX42xnWrF0,American Fool,1982,Classic Rock Drive,37i9dQZF1DXdOEFt9ZX0dh,rock,classic rock,0.785,0.737,9,-5.306,1,0.0363,0.0421,9.93e-05,0.108,0.971,125.447,218960
6sonAwZ8ruHZVzdAwDYsfk,Never Let You Go (feat. John Newman),Kygo,61,47oyrKaeobswT4T8zyaxdM,Kids in Love,2017-11-03,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.735,0.747,10,-4.959,1,0.0837,0.0741,0.0,0.103,0.555,123.025,232907
42LiXQn3xibOEodtBMoJp3,Drop The Bomb On 'Em,Eminem,0,0r2P1s9sFSqJA7dwsIPVdx,Relapse: Refill,2009-05-15,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,rap,gangster rap,0.892,0.693,11,-4.048,0,0.215,0.0277,0.0,0.123,0.357,91.989,287267
49Zxa1yQ9miyQSzuuKBYq9,Lady,Rema,57,1LLXYglTLoygbDr70iZyyu,Bad Commando,2019-10-04,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.889,0.798,0,-6.62,1,0.256,0.0245,0.0,0.0671,0.594,119.969,213375
60jhH0IOUgycrEJbK7zP1s,Southern Fried Intro,Ludacris,32,3hJHXxX04PNuGFIxdEHGzg,Chicken - N - Beer,2003-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.605,0.885,10,-4.827,0,0.17,0.259,0.0,0.192,0.753,145.915,235533
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85,3KjXg0MDej2pG9fv6I22lT,Never Really Over,2019-05-31,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523
0GfS3y8Jd7SHWd9R51s7Fo,Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith,69,2LDzwN4iZ4qbSA32E9CG4Q,Dancing With A Stranger (With Normani) [Cheat Codes Remix],2019-03-08,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.746,0.557,1,-6.722,1,0.0542,0.103,0.0036,0.138,0.324,111.961,159404
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,80,20lOt6G8MHv8ZO7ViOmiP7,Native,2013-01-01,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,257267
6DTI3UnHdigW8AP0AIr5Wr,Rise,H.E.A.T,15,5HZRgYg6Gabx8vM14MAq5j,Rise,2019-11-08,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.474,0.932,2,-3.194,1,0.0417,0.000137,8.53e-05,0.289,0.363,105.009,256984
4tYLk5axtAxynbehhU4uJn,SUNDAY,FANATICS,42,3MtR8BHU3OYHYBCPTnCXXh,THE SIX,2019-08-06,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.737,0.793,7,-3.116,1,0.0369,0.385,2.05e-05,0.325,0.562,120.037,210018
6cx8ChG8jGa5Qc91PIO2yF,rhythmuss sein,Knowsum,49,6cyS2tWcORi65qXzWv3PqO,Dreamsville & Rhythmuss Sein,2019-12-25,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.728,0.415,10,-10.938,0,0.0565,0.951,0.954,0.103,0.349,84.082,102942
18mmN3VrFWRi6SsSBJf6WJ,Pasos de cero,Pablo Alborán,67,1cWvezm4YsxlvvOSRUXLmS,Terral,2014-11-10,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.749,0.637,7,-6.924,1,0.0764,0.308,0.0,0.0878,0.798,99.951,234373
6KXr7yY6zDuNCwXfhY2HvQ,Black Crow - Acoustic,Louis Baker,42,6vBWHqtl4ANjnlLoNIOq7C,Black Crow (Acoustic),2018-08-24,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.761,0.153,7,-10.906,0,0.0405,0.893,0.0,0.116,0.332,112.783,194444
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",84,5zi7WsKlIiUXv09tbGLKsE,IGOR,2019-05-17,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067
6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),JACKBOYS,87,1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,2019-12-27,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712
3YRCgAw6nq0qcPpGOb3FZk,The People,KSHMR,48,39tnRnxuGzV4d9r8HzDy6K,The People,2019-06-28,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,edm,progressive electro house,0.591,0.985,11,-3.38,1,0.0794,0.000552,0.16,0.404,0.129,135.024,158222
6WQ6UeU3OAflPdPGZTv0uH,Bring The Pain,Method Man,0,1NWjQPzX5gP54CJPxpWqj6,Tical,1994-11-15,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.833,0.468,6,-10.546,0,0.262,0.421,0.0051,0.139,0.234,101.896,189760
4gjrsP1Tmrqh1IiHhMXQm5,Goodness Gracious - The Chainsmokers Extended Remix,Ellie Goulding,0,7My58pEshp6oc4Pi39ibqR,Goodness Gracious (The Chainsmokers Remix),2014-01-01,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,0.577,0.847,1,-2.503,0,0.0398,0.0198,0.000653,0.154,0.211,128.01,259022
4e3S4W8SmflgP8jwK2ceTZ,XO TOUR Llif3,Fame on Fire,59,4NOPILdmrNFPZwcP8dnJ4X,XO TOUR Llif3,2017-06-02,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.534,0.94,7,-3.969,1,0.0538,0.000519,0.0,0.104,0.339,154.956,190452
1rlz0e2Co8c9ez198e1y5U,Stereo,LOZAREENA,31,7oIf30QBXrWkIkRLrOi2Cl,Stereo,2018-11-09,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,0.663,0.686,7,-2.72,1,0.0342,0.233,0.0,0.0911,0.593,160.002,238547
1ayTeAKIDQ9ujBuD7bQkul,Deep Sleep,DLJ,2,04RI1TacyfHTZJWuRN9EMl,Deep Sleep,2019-06-12,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.733,0.253,0,-9.394,1,0.0555,0.388,0.744,0.111,0.152,142.051,126761
11dCfArPrM7kzYpUrFHal9,Panama,Van Halen,15,6x2n6wj3WvkRi8J8gxEcF0,1984,1984-01-03,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.515,0.987,8,-5.391,1,0.108,0.00135,0.000195,0.0697,0.298,141.258,212640
57MWRhMsRLm394pOeYup4n,Niño,Belanova,47,5aamU0jIrX7bsjUsPCFVAK,Dulce Beat,2006,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.611,0.777,4,-6.318,1,0.0281,0.00311,0.063,0.0834,0.544,150.024,211280
4PmMVdIFpJTB9WQbmILf4p,How We Do,The Game,72,4PrPbmm0gKvaD3rerOXFg8,The Documentary,2005,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,235533
6fJSEk0GDtPOk3gFxcnbUy,Her Eyes Are a Blue Million Miles,Captain Beefheart & His Magic Band,49,3m2ltFkbJ34zxghz9vlY6p,Clear Spot,1972-09-11,Permanent Wave,5Go0Jsxj1UnsU7Om841BEo,rock,permanent wave,0.786,0.357,4,-15.838,0,0.0472,0.416,0.00119,0.0756,0.712,88.969,177507
2zgdBHyyjJXmFwQyCRgBlJ,Nakamoto,Chris Goldarg,15,0IHLmh2nu6JCdyTTDvItxl,Room 679,2019-01-27,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0.748,0.914,0,-5.571,1,0.11,0.0578,0.503,0.368,0.452,120.013,130000
6XgHh91UD5IMETc9IEiawG,Every Little Thing I Do - Remix,Soul For Real,4,18YTWlfaAMO3Lr49bfudoA,"The New Jack Swing Collection, Vol. 2",2014-11-07,90's NEW JACK SWING,0dmInkymNnOTWvEFamSNzb,r&b,new jack swing,0.811,0.524,7,-7.81,0,0.0539,0.464,2.05e-06,0.0635,0.778,98.929,303494
5FzONa0dimxw0VFT1jNg7Z,Overboard,Helhorse,10,3wLY1W5pmKQhw6IS7dOsOM,Overboard,2019-06-21,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.428,0.948,11,-5.516,0,0.0824,7.35e-06,0.000222,0.288,0.309,139.956,280573
2HTfaqz4LcCHLWmyrEm4mZ,Celebrate,Macarena,12,1Z9gbb3EsyzNdzzGlbd2wb,Celebrate,2017-09-14,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,0.695,0.335,7,-10.896,0,0.383,0.702,0.00137,0.0938,0.536,174.208,226000
4YnxNg5lHjLuBzm2uNy26K,Titi Flaco,Pekeño 77,52,6JEk0gEaac2EAq1AYTsZ21,Titi Flaco,2019-11-08,Trapperz,37i9dQZF1DWUmxBdWX3Pp4,rap,trap,0.913,0.714,2,-3.136,1,0.129,0.00472,3.13e-05,0.361,0.869,129.013,137214
2NRQ80uXOLkfNMXsjuBOxB,Gangsta Gangsta,N.W.A.,1,0PHwgJuLLRZP99sEvkkQUd,Straight Outta Compton,1988-08-08,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.894,0.698,6,-8.264,0,0.275,0.0279,3.52e-06,0.329,0.695,98.104,336917
30R2SoOAsKJmaHzA7CGZdA,Inolvidable,Farruko,3,7qxfLCCzdXsQj0iqmb79O1,Inolvidable,2018-06-01,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,0.677,0.797,11,-4.131,1,0.0759,0.239,0.000235,0.248,0.903,172.044,219044
3TB8yVojTVj22vvAg5JBvP,Testimony,Mary J. Blige,6,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.375,0.544,11,-9.228,0,0.183,0.678,0.0,0.324,0.425,78.949,300547
0mcBgVRVsvESTkEyVHt7Ue,No Vuelvas Más,Darell,75,4VNUfBtbxnBGDbhiGuRiw0,No Vuelvas Más,2019-12-06,Baila Reggaeton,37i9dQZF1DWY7IeIP1cdjF,latin,reggaeton,0.866,0.602,11,-5.236,1,0.0844,0.434,3.06e-05,0.0567,0.836,95.016,239093
7HFl64GKBtPTa5YoW7j4jL,All About U,2Pac,65,4CzT5ueFBRpbILw34HQYxi,All Eyez On Me,1996-02-13,90's Gangster Rap,1g3APxk2mLVNU2TuHCPli0,rap,gangster rap,0.859,0.792,2,-4.007,1,0.141,0.065,0.0,0.3,0.766,103.201,276813
0UdTBg2IUhP5GK8N2xN67O,One Night - Vicetone Remix,Matthew Koma,36,7GuaUJqQzEna2lEC4Zys0Y,One Night (Remixed),2013-01-01,Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,0.721,0.933,2,-4.249,1,0.17,0.0195,0.000365,0.0558,0.182,125.012,384493
6Qrb0gtCCZoL6hZDJOoRmo,Remembering Sunday,All Time Low,0,6JOwSepO10JPjwMVfM1h8S,"So Wrong, It's Right (Deluxe Version)",2008-08-04,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.446,0.592,6,-4.765,0,0.0268,0.14,0.0,0.178,0.313,170.117,256733
45j5Qj9Zv329jaT4qO22MQ,Arcadia - Radio Edit,Hardwell,34,14PS2AGJLtckZrlNNwiuB5,Arcadia,2014-08-08,Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,0.608,0.888,6,-3.192,0,0.0351,0.0028,3.46e-06,0.153,0.251,127.938,193594
6zyXhzPJg7dCGuC5ToIxqN,Silicon Valley,Anderson .Paak,52,4VFG1DOuTeDMBjBLZT7hCK,Malibu,2016-01-15,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.545,0.451,3,-9.166,0,0.194,0.302,0.0,0.382,0.502,115.21,244840
3qhfXNcG8fGZdyNhiBpeDD,Hard Pass,Tritonal,39,7KqJaaUeftW7iZ4fk6Je3R,Hard Pass,2019-02-15,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,0.578,0.696,0,-4.302,0,0.0317,0.382,0.0,0.212,0.519,104.991,236139
3nWIwVWAwtGfpqN0PPM3wA,All That I Need feat. Cherokee - Dave DK Remix,Fahrland,23,7wsmmwAm0BXigyWtBCJmNA,Oneness Remixes,2019-12-06,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.757,0.799,1,-7.854,0,0.0724,0.0184,0.0534,0.209,0.0926,119.002,449044
3x2bXiU0o4WbsPkawXlfDA,Who Are You,The Who,17,6LRJF97hgXHj8uMLHyCDbh,Who Are You (Remastered),1978-08-18,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.651,0.661,9,-11.405,1,0.0511,0.265,0.00313,0.106,0.489,156.371,378707
7d2RpBy2qTpFnzXd5jwX5F,On The Drums,Pickle,58,4pEO9i4jditKRUvgJkbYkr,On The Drums,2019-11-29,Electro House - by Spinnin' Records,4pVZ70y8vzzkn2GVwQbQw8,edm,electro house,0.752,0.957,9,-4.305,1,0.0512,0.00358,0.758,0.0941,0.91,123.993,206129
7y7fPt0Tbv7IW4NLjrIpG4,San Francisco (feat. Sofia Carson),Galantis,58,3EikTXXdzsTZBUCNljcsu5,San Francisco (with Sofia Carson),2018-12-21,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.741,0.689,4,-4.946,1,0.0447,0.0305,0.0,0.112,0.655,110.06,154877
2jsAHZGakfDRa8vNcpTNg7,Drama Queen,Shavi,25,0IBHXH5p06aUKzEW567S6Y,Drama Queen,2017-06-06,Female Vocal EDM,5QaPRbVgbEcCc9jC1UxgD1,edm,progressive electro house,0.672,0.776,11,-6.269,1,0.0649,0.0494,0.0,0.0885,0.519,109.987,218182
0bTjMx79m5NMCsHDTyAwBY,Already Dead,Hollywood Undead,59,250u5qE6ny6ZYUUtlVGYre,Already Dead,2019-10-25,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.359,0.964,1,-4.237,1,0.408,0.000439,0.0,0.131,0.303,159.978,236734
6gjJnkvucgBtEyGkKQVBd0,SO AM I,WHYLO,30,49b0PyJsa4hXzYSGy9i2dc,SO AM I,2018-06-22,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.77,0.796,1,-5.161,0,0.0372,0.151,0.0,0.0837,0.308,101.985,183528
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,83,6NHS3hV16MZyfcp0nSHdrd,Here With Me,2019-03-08,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347
6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,David Guetta,72,5oU1ROIHS6IOWnb87GWhqU,Like I Do,2018-02-22,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500
3VsiR8bSkmnqtuLASAbwz3,Golden Age,The Electric Sons,29,29FW8CcOkYq5sw2AS8Zmsd,Golden Age,2015-11-14,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.586,0.814,7,-6.244,1,0.114,0.178,2.7e-05,0.133,0.646,104.925,228571
7mFDv6NNIn7Iq5kzMmoTSG,Me da Lo Mismo,J Alvarez,60,4EEec32x21JUb7JvhAU98k,Me da Lo Mismo,2019-06-21,Latin Hip Hop & Rap Playlist 2019,6hIDPF658AhRbxr8HN7OeA,latin,latin hip hop,0.824,0.85,0,-3.614,0,0.0521,0.0442,2.53e-06,0.111,0.769,96.005,225000
4bSFPMXKYaCoBhzJv276zl,After The Landslide - Club Remix,Matt Simons,42,5dUclWPRHUknlqyiffoqfE,After The Landslide (Remix),2019-09-19,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.63,0.731,6,-4.985,1,0.0352,0.0191,7.82e-06,0.704,0.46,119.997,240000
2sGAug5sVVIZPbKRZs1nKs,NEGOCIANDO POR TIEMPO (prod. SHIGANT-G),Ysy A,55,7vpRavovNYZYzEOieN5pvU,HECHO A MANO,2019-11-11,Trapperz,37i9dQZF1DWUmxBdWX3Pp4,rap,trap,0.609,0.706,11,-3.077,0,0.0624,0.663,0.0,0.16,0.356,129.6,179034
2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,98,3nR9B40hYLKLcR0Eph3Goc,Memories,2019-09-20,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486
5dBP9gDiDlsXiitxvB4HGb,Scrying Through Shattered Glass,Ghostemane,50,0DdnuauBuHPfG8Y1pAmYVf,Blackmage,2016-07-03,< DARK TRAP >,19WuHd4MxWLzE1fpMmw4S4,rap,gangster rap,0.494,0.695,1,-10.566,1,0.751,0.00421,0.0158,0.223,0.0722,155.01,197077
1yTTMcUhL7rtz08Dsgb7Qb,The Bones - with Hozier,Maren Morris,76,6HzebUNgGlzC1AMBwHGIkH,The Bones (with Hozier),2019-10-04,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.561,0.597,11,-6.0,0,0.0405,0.286,0.0,0.0979,0.355,76.826,197299
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,81,54V1ljNtyzAm053oJqi0SH,Second Helping,1974-04-15,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800
6NAmbftWAovcMCnJzDCFsU,Let It Die,Three Days Grace,54,4ZDwEvXIKxWdwhAQK8ndBU,One-X,2006-06-25,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.451,0.884,0,-3.451,1,0.0335,0.00177,0.0,0.193,0.314,97.48,189307
